title,published_at,domain,url,votes,timestamp_logged
"Under-the-Radar Altcoin Flashing Same Setup That Preceded 3,797% Explosion for Chainlink, According to Analyst",2025-04-23T00:00:41Z,dailyhodl.com,https://cryptopanic.com/news/21250878/Under-the-Radar-Altcoin-Flashing-Same-Setup-That-Preceded-3797-Explosion-for-Chainlink-According-to-Analyst?mtm_campaign=API-OFA,0,2025-04-23T00:56:20.921916
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
"Australian court rules in favor of crypto lender, dismissing ASIC’s appeal",2025-04-23T00:15:17Z,cryptopolitan.com,https://cryptopanic.com/news/21251682/Australian-court-rules-in-favor-of-crypto-lender-dismissing-ASICs-appeal?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
Solana DEX Meteora Sued Over Alleged Pump-and-Dump Meme Coin Launch,2025-04-23T00:04:23Z,decrypt.co,https://cryptopanic.com/news/21251354/Solana-DEX-Meteora-Sued-Over-Alleged-Pump-and-Dump-Meme-Coin-Launch?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
"XRP: Another Battle Incoming, Bitcoin's (BTC) Next Stop Is $94,000, Solana (SOL) Short-Term Rally Confirmed",2025-04-23T00:01:00Z,u.today,https://cryptopanic.com/news/21251378/XRP-Another-Battle-Incoming-Bitcoins-BTC-Next-Stop-Is-94000-Solana-SOL-Short-Term-Rally-Confirmed?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
"Under-the-Radar Altcoin Flashing Same Setup That Preceded 3,797% Explosion for Chainlink, According to Analyst",2025-04-23T00:00:41Z,dailyhodl.com,https://cryptopanic.com/news/21250878/Under-the-Radar-Altcoin-Flashing-Same-Setup-That-Preceded-3797-Explosion-for-Chainlink-According-to-Analyst?mtm_campaign=API-OFA,0,2025-04-23T01:04:25.091753
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"Australian court rules in favor of crypto lender, dismissing ASIC’s appeal",2025-04-23T00:15:17Z,cryptopolitan.com,https://cryptopanic.com/news/21251682/Australian-court-rules-in-favor-of-crypto-lender-dismissing-ASICs-appeal?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
